habitaciones,baños,parqueaderos,area_construida,area_privada,estrato,estado,antiguedad,administracion,precio_m2,Ascensor,Circuito cerrado de TV,Parqueadero Visitantes,Portería / Recepción,Zonas Verdes,Salón Comunal,Balcón,Barra estilo americano,Calentador,Chimenea,Citófono,Cocina Integral,Terraza,Vigilancia,Parques cercanos,Estudio,Patio,Depósito / Bodega,nombre,ubicacion,precio
4,3,2,136 m²,130 m²,6,Bueno,16 a 30 años,$ 780.000 COP,"$ 4.522.058,82*m²",1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Apartamento,Santa Bárbara,615000000
2,1,0,45 m²,45 m²,3,No definida,9 a 15 años,$ 126.000 COP,$ 3.600.000*m²,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,Apartamento,Kennedy,162000000
2,3,2,82 m²,75 m²,5,No definida,9 a 15 años,$ 559.000 COP,"$ 7.256.097,56*m²",1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Apartamento,Nicolas de federman,595000000
3,4,2,190 m²,184 m²,6,No definida,9 a 15 años,$ 1.400.000 COP,"$ 8.157.894,74*m²",1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,Apartamento,Santa Paula,1550000000
3,2,0,58 m²,55 m²,3,Bueno,9 a 15 años,$ 110.000 COP,"$ 3.963.793,1*m²",0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,Apartamento,Villa alsacia,229900000
3,1,1,49 m²,49 m²,3,No definida,1 a 8 años,$ 89.500 COP,"$ 4.469.387,76*m²",1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Apartamento,Ciudad Bolívar,219000000
3,4,2,99 m²,89 m²,5,Bueno,16 a 30 años,$ 450.000 COP,"$ 5.555.555,56*m²",1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,Apartamento,Nicolás de Federmán,550000000
2,2,1,72 m²,69 m²,4,No definida,16 a 30 años,$ 230.000 COP,"$ 4.236.111,11*m²",0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Apartamento,Mazuren,305000000
2,3,2,141 m²,0 m²,6,No definida,9 a 15 años,$ 1.112.000 COP,"$ 7.794.326,24*m²",1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,Apartamento,Santa Bárbara,1099000000
4,3,1,100 m²,0 m²,4,No definida,16 a 30 años,$ 330.000 COP,$ 3.890.000*m²,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,Casa,Pradera Norte,389000000
2,2,2,142 m²,0 m²,6,No definida,9 a 15 años,$ 1.349.000 COP,"$ 9.154.929,58*m²",1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Apartamento,Chico,1300000000
8,5,0,70 m²,70 m²,2,No definida,más de 30 años,No definida,"$ 4.285.714,29*m²",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,Casa,Ciudad bachue i etapa,300000000
3,5,2,158 m²,158 m²,6,No definida,9 a 15 años,$ 1.250.000 COP,"$ 8.227.848,1*m²",1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Apartamento,Los Rosales,1300000000
2,1,0,58 m²,52 m²,4,No definida,16 a 30 años,$ 215.000 COP,"$ 4.310.344,83*m²",0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,Apartamento,Cedro narvaez,250000000
9,5,1,250 m²,0 m²,6,No definida,más de 30 años,$ 100.000 COP,$ 6.760.000*m²,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,Casa,Usaquen,1690000000
2,2,0,45 m²,0 m²,3,No definida,1 a 8 años,$ 170.000 COP,$ 5.000.000*m²,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Apartamento,Modelia,225000000
3,4,2,129 m²,0 m²,4,No definida,16 a 30 años,$ 698.000 COP,"$ 5.271.317,83*m²",1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,Apartamento,El contador,680000000
4,3,2,181 m²,0 m²,3,No definida,más de 30 años,No definida,"$ 3.425.414,36*m²",0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,Casa,Castilla,620000000
3,3,2,113 m²,0 m²,5,No definida,9 a 15 años,$ 783.000 COP,"$ 5.486.725,66*m²",1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,Apartamento,Bella Suiza,620000000
3,2,1,55 m²,0 m²,3,Excelente,1 a 8 años,$ 196.000 COP,"$ 4.181.818,18*m²",1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,Apartamento,Nueva Castilla,230000000
3,3,2,90 m²,0 m²,4,No definida,No definida,$ 380.000 COP,"$ 4.766.666,67*m²",1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Apartamento,Cedro bolivar,429000000
3,3,2,113 m²,0 m²,5,Excelente,9 a 15 años,$ 787.000 COP,"$ 5.486.725,66*m²",1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,Apartamento,Bella suiza,620000000
3,4,2,185 m²,0 m²,6,No definida,No definida,$ 940.000 COP,"$ 7.291.891,89*m²",1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Apartamento,La cabrera,1349000000
3,3,2,112 m²,105 m²,4,Excelente,9 a 15 años,$ 494.000 COP,"$ 5.267.857,14*m²",1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartamento,Cedro bolivar,590000000
3,3,2,137 m²,137 m²,5,Bueno,1 a 8 años,$ 916.100 COP,"$ 7.664.233,58*m²",1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,Apartamento,santa BARBARA,1050000000
1,1,0,33 m²,33 m²,4,No definida,16 a 30 años,$ 356.000 COP,"$ 6.666.666,67*m²",1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,Apartamento,Galerias,220000000
3,2,0,60 m²,0 m²,4,No definida,No definida,$ 220.000 COP,"$ 4.333.333,33*m²",1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,Apartamento,Villas De Aranjuez,260000000
3,4,2,191 m²,0 m²,4,Excelente,9 a 15 años,$ 650.000 COP,"$ 4.345.549,74*m²",1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,Apartamento,Cedro bolivar,830000000
3,2,1,96 m²,96 m²,2,Excelente,1 a 8 años,No definida,"$ 2.656.249,99*m²",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,Casa,Suba,254999999
3,3,2,136 m²,136 m²,6,Excelente,1 a 8 años,$ 1.200.000 COP,"$ 7.279.411,76*m²",1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Apartamento,Chico norte,990000000
5,2,1,122 m²,122 m²,2,No definida,más de 30 años,No definida,"$ 3.360.655,74*m²",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Casa,Bosa Los Naranjos,410000000
2,1,0,42 m²,0 m²,2,Bueno,9 a 15 años,$ 100.000 COP,"$ 2.976.190,48*m²",0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,Apartamento,Tierrabuena reservado 1 y 2,125000000
5,2,0,131 m²,0 m²,1,No definida,más de 30 años,No definida,"$ 4.732.824,43*m²",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Casa,La Candelaria,620000000
3,4,2,139 m²,130 m²,5,No definida,16 a 30 años,$ 473.000 COP,"$ 4.964.028,78*m²",1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,Apartamento,Victoria norte,690000000
3,2,1,83 m²,80 m²,3,No definida,1 a 8 años,$ 50.000 COP,"$ 3.855.421,69*m²",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Apartamento,Puente Aranda,320000000
3,4,2,142 m²,0 m²,5,No definida,más de 30 años,$ 650.000 COP,"$ 5.809.859,15*m²",0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Casa,Lisboa Usaquén,825000000
3,5,3,257 m²,0 m²,6,No definida,16 a 30 años,$ 1.549.900 COP,"$ 6.809.338,52*m²",1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,Apartamento,Santa Paula,1750000000
3,4,2,129 m²,0 m²,5,Excelente,16 a 30 años,$ 698.000 COP,"$ 5.271.317,83*m²",1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,Apartamento,Cedritos,680000000
3,2,1,96 m²,0 m²,4,No definida,1 a 8 años,$ 290.000 COP,"$ 5.833.333,33*m²",1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,Apartamento,Villa alsacia,560000000
3,3,2,105 m²,0 m²,4,No definida,9 a 15 años,$ 400.000 COP,"$ 5.666.666,67*m²",1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,Apartamento,Caobos salazar,595000000
