habitaciones;ba�os;parqueaderos;area_construida;area_privada;estrato;estado;antiguedad;administracion;precio_m2;Ascensor;Circuito cerrado de TV;Parqueadero Visitantes;porteria_recepcion;Zonas Verdes;salon comunal;balcon;Barra estilo americano;Calentador;Chimenea;citofono;Cocina Integral;Terraza;Vigilancia;parques;Estudio;Patio;deposito;nombre;ubicacion;precio
3;3;2;111;111;4;Bueno;16 a 30 años;912000;4414414,41;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Pontevedra;490000000
3;2;1;67;67;4;Excelente;9 a 15 años;207000;4377504,08;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;1;0;1;Casa;Portales del norte;295000000
2;3;3;157;157;6;No definida;más de 30 años;1560000;8471337,58;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;Apartamento;El Refugio;1330000000
2;2;2;64;0;6;No definida;9 a 15 años;462200;8593750;1;1;1;1;0;0;1;1;1;1;1;0;1;1;0;0;0;0;Apartamento;Chicó;550000000
3;3;2;180;180;6;Bueno;más de 30 años;700000;5277777,78;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Casa;Chico NAVARRA;950000000
3;2;1;93;93;4;No definida;1 a 8 años;258700;4301075,27;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;BOSQUES DE VARSOVIA;400000000
1;1;1;23;0;5;Excelente;menor a 1 año;190000;9130434,78;1;1;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;Apartamento;Nueva Autopista;210000000
3;3;1;110;106;6;Bueno;16 a 30 años;748000;6090909,09;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;Apartamento;chico;670000000
3;5;0;411;222;3;Excelente;16 a 30 años;No definida;2068126,52;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;1;1;Casa;Restrepo;850000000
1;1;1;54;54;5;Bueno;16 a 30 años;367000;5833333,33;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;Apartamento;El Contador;315000000
3;3;2;230;180;6;No definida;16 a 30 años;1500000;4782608,7;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Apartamento;Chicó Navarra;1100000000
3;2;1;81;81;4;Excelente;16 a 30 años;297900;5185185,19;0;1;1;1;0;1;1;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Mazurén;420000000
4;6;4;331;241;6;Excelente;más de 30 años;1400000;5438066,47;1;1;1;1;0;0;1;0;1;1;1;1;1;0;0;0;0;0;Apartamento;Santa Bárbara Central;1800000000
3;4;2;115;115;6;Bueno;16 a 30 años;623000;5217391,3;1;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Cerros de Niza;600000000
3;2;0;58;58;3;No definida;16 a 30 años;176000;3879310,34;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;Castilla;225000000
4;4;4;260;300;6;No definida;16 a 30 años;1600000;5846153,85;1;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Chicó Navarra;1520000000
3;2;1;79;79;4;No definida;16 a 30 años;280000;4810126,58;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Mazurén;380000000
3;4;2;160;200;4;Excelente;1 a 8 años;No definida;6500000;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;Casa;Modelia;1040000000
6;5;2;220;0;4;Bueno;16 a 30 años;No definida;4000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;Casa;Morato;880000000
4;2;0;90;0;2;Bueno;16 a 30 años;No definida;2333333,33;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;Casa;Bosa Atalayas;210000000
3;2;1;123;123;3;Excelente;9 a 15 años;No definida;3455284,55;0;0;0;0;1;0;1;0;0;1;0;1;1;1;0;1;1;1;Casa;La Campiña;425000000
3;3;1;94;94;5;No definida;más de 30 años;420000;5851063,83;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;Apartamento;La Castellana;550000000
3;3;2;124;124;6;No definida;16 a 30 años;654000;6048387,1;1;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Rincon del chico;750000000
1;2;2;88;88;6;No definida;1 a 8 años;722000;7386363,64;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Santa Bárbara;650000000
3;3;2;116;116;5;Bueno;16 a 30 años;681000;5431034,48;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Casa;Colina Campestre;630000000
3;3;2;120;100;4;Bueno;16 a 30 años;190000;4708333,33;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;Casa;Villa Del Prado;565000000
3;1;0;48;48;1;No definida;1 a 8 años;48000;2395833,33;0;1;1;1;0;1;0;0;1;0;0;1;0;1;0;1;0;0;Apartamento;San bernardino xviii;115000000
3;3;2;140;0;6;Excelente;16 a 30 años;970000;6071428,57;1;1;0;1;0;0;0;0;1;1;1;1;0;1;0;0;0;1;Apartamento;Santa Paula;850000000
3;4;2;135;0;5;No definida;No definida;600000;5037037,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Santa helena;680000000
3;1;0;48;44;3;Excelente;9 a 15 años;100000;2770833,33;0;0;1;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;Apartamento;Fontanar del río;133000000
4;3;3;132;128;3;Excelente;más de 30 años;No definida;4166666,67;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;Casa;Bonanza;550000000
3;3;2;136;136;6;Bueno;16 a 30 años;1290000;7352941,18;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;Apartamento;Chicó Norte;1000000000
3;4;3;250;250;6;No definida;16 a 30 años;1000000;6600000;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Bosque Medina;1650000000
4;4;2;177;0;5;Excelente;16 a 30 años;1350000;5084745,76;1;1;0;1;0;0;0;0;1;1;1;1;0;1;0;0;0;0;Apartamento;Santa Bárbara;900000000
3;4;3;220;220;6;Excelente;9 a 15 años;1800000;8636363,64;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;Chicó Alto;1900000000
3;3;2;145;145;6;No definida;16 a 30 años;729000;4448275,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Chico norte;645000000
2;3;2;92;92;6;No definida;9 a 15 años;700000;6956521,74;1;1;1;0;1;0;0;0;1;1;1;0;1;1;0;0;0;0;Apartamento;Santa Paula;640000000
3;4;3;248;248;6;Excelente;1 a 8 años;2064000;15967741,94;1;1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;Apartamento;La Cabrera;3960000000
3;2;2;87;0;4;Excelente;1 a 8 años;320000;8793103,45;1;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Ciudad Alsacia;765000000
3;4;4;350;600;6;No definida;1 a 8 años;No definida;12857142,86;0;1;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;Casa;Santa Ana Oriental;4500000000
2;1;1;42;0;2;No definida;16 a 30 años;94000;2809523,81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Tintala;118000000
3;2;0;67;0;3;Excelente;1 a 8 años;No definida;4925373,13;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;Apartamento;Bellavista occidental;330000000
4;3;2;130;130;5;No definida;1 a 8 años;773100;6615384,62;1;1;1;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0;Apartamento;Bella Suiza;860000000
2;1;0;40;0;3;Bueno;1 a 8 años;No definida;4500000;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Nueva Castilla;180000000
4;4;3;322;200;6;No definida;16 a 30 años;1400000;4301242,24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Chicó Navarra;1385000000
3;2;2;87;0;4;Excelente;menor a 1 año;280;8965517,24;1;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Normandía;780000000
1;2;1;50;52;5;No definida;1 a 8 años;No definida;7600000;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;Apartamento;El Contador;380000000
3;2;1;56;56;3;No definida;9 a 15 años;200000;4964285,71;1;0;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Britalia;278000000
3;3;2;210;210;6;No definida;más de 30 años;1000000;6142857,14;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;Apartamento;Bosque Medina;1290000000
3;4;4;267;267;6;No definida;16 a 30 años;1700000;6966292,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Usaquén;1860000000
1;1;0;28;28;4;Excelente;1 a 8 años;177000;9500000;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Centro Internacional;266000000
2;1;0;45;45;3;Excelente;16 a 30 años;92000;3333333,33;0;0;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;Apartamento;Bochica;150000000
3;2;1;264;264;5;No definida;más de 30 años;150000;4356060,61;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;Casa;Las Margaritas;1150000000
3;2;0;55;55;3;Bueno;1 a 8 años;No definida;3454545,45;0;1;1;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;Apartamento;Atlanta;190000000
1;2;2;47;47;5;Bueno;1 a 8 años;406100;6170212,77;1;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;1;Apartamento;Alcala;290000000
3;2;1;74;0;4;Remodelado;16 a 30 años;272000;3918918,92;0;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;Apartamento;Cedritos;290000000
3;2;2;87;0;5;No definida;1 a 8 años;390000;5965517,24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Colina Campestre;519000000
3;2;1;54;54;3;Bueno;9 a 15 años;175000;4629629,63;0;1;0;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Alamos;250000000
3;1;0;42;0;3;No definida;9 a 15 años;65000;3095238,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Molinos;130000000
3;3;1;87;87;4;No definida;1 a 8 años;350000;7011494,25;1;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;La Felicidad;610000000
3;2;0;47;43;1;Excelente;1 a 8 años;60;2489361,7;1;0;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;Apartamento;Bosa;117000000
3;2;1;92;92;5;Bueno;16 a 30 años;330000;4931180,23;0;1;1;1;0;1;0;0;1;0;1;1;0;0;0;1;0;0;Apartamento;Santa helena;455000000
3;2;1;108;108;4;Excelente;9 a 15 años;456000;4722222,22;1;1;1;1;0;1;0;0;1;0;1;1;0;0;0;1;0;1;Apartamento;Centro Comercial Parque La Colina;510000000
3;3;1;114;47;6;Excelente;16 a 30 años;793000;4473684,21;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Santa Bárbara Central;510000000
2;2;1;67;67;5;No definida;16 a 30 años;400000;5298507,46;1;1;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;Apartamento;Puente largo;355000000
3;2;2;7171;7171;5;Bueno;16 a 30 años;280000;52991,21;1;1;1;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;Apartamento;Nueva Autopista;380000000
3;2;1;75;75;3;Excelente;9 a 15 años;220000;4400000;1;1;1;1;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Britalia Norte;330000000
3;2;1;87;87;4;Excelente;16 a 30 años;420000;3793103,45;1;0;1;1;0;0;0;0;1;0;1;1;0;1;1;0;0;0;Apartamento;Mazuren;330000000
2;2;1;61;61;3;No definida;9 a 15 años;No definida;6360655,74;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Chapinero Central;388000000
3;2;1;66;66;4;Excelente;9 a 15 años;280000;5151515,15;1;0;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Victoria norte;340000000
3;1;1;50;50;2;Bueno;9 a 15 años;90000;3300000;0;1;1;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;El Tintal;165000000
3;3;1;138;0;6;Bueno;más de 30 años;611000;5434782,61;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;Apartamento;Unicentro Bogotá;750000000
4;4;2;251;240;6;Bueno;16 a 30 años;924000;4382470,12;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Casa;Altos de Suba;1100000000
2;1;1;45;45;2;No definida;16 a 30 años;No definida;3666666,67;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Toscana;165000000
3;2;2;163;163;5;No definida;9 a 15 años;1030000;7509202,45;1;1;1;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Nicolás de Federman;1224000000
3;5;2;172;172;5;No definida;más de 30 años;564000;4941860,47;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Casa;La Calleja;850000000
4;4;2;231;231;4;No definida;más de 30 años;No definida;6017316,02;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;Casa;Nueva Autopista;1390000000
3;1;0;50;0;3;Bueno;1 a 8 años;60000;2400000;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;1;Casa;Tierra Buena;120000000
4;5;4;328;328;6;Bueno;16 a 30 años;2844000;13719512,2;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;Apartamento;Usaquén;4500000000
1;2;2;96;70;6;Excelente;9 a 15 años;600000;7187500;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;0;0;Apartamento;La Cabrera;690000000
3;2;0;55;0;2;Excelente;16 a 30 años;73000;3545454,55;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;Casa;Velódromo;195000000
4;5;5;330;1218;6;No definida;16 a 30 años;1600000;5757575,76;0;1;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Casa;San Simón;1900000000
3;2;1;78;78;4;Excelente;16 a 30 años;450000;4743589,74;1;1;1;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Mazurén;370000000
2;2;1;72;0;6;Excelente;9 a 15 años;519000;7393587,62;1;1;1;1;0;1;0;0;1;0;1;1;0;0;0;1;0;1;Apartamento;Multicentro;535000000
1;1;1;38;38;4;Excelente;menor a 1 año;320000;8421052,63;1;0;1;1;0;1;1;1;1;0;1;1;0;1;0;0;0;0;Apartamento;Chapinero Alto;320000000
3;2;1;80;75;3;Bueno;1 a 8 años;50000;4562500;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;Apartamento;Tejar;365000000
1;1;1;29;29;2;No definida;1 a 8 años;110000;7586206,9;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Bogotá;220000000
4;3;2;120;110;5;Excelente;16 a 30 años;500000;3332500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Bella suiza;399900000
3;4;2;135;0;5;No definida;No definida;600000;5037037,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Santa helena;680000000
4;3;0;92;90;3;Bueno;9 a 15 años;120000;2445652,17;0;0;1;0;1;1;0;0;1;0;1;1;0;1;0;1;0;0;Casa;La almeria;225000000
3;2;1;75;75;3;Excelente;9 a 15 años;220000;4400000;1;1;1;1;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Britalia Norte;330000000
3;2;0;70;70;3;Bueno;9 a 15 años;No definida;3142857,14;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;Apartamento;Castilla;220000000
2;2;2;53;0;3;Excelente;9 a 15 años;No definida;6886792,45;1;1;0;1;0;1;1;0;1;0;1;1;1;1;0;1;0;1;Apartamento;Chapinero;365000000
3;2;0;56;56;2;No definida;1 a 8 años;85000;2482142,86;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;San Bernardino XXII;139000000
2;3;2;129;129;6;Excelente;9 a 15 años;630000;6899224,81;1;1;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Apartamento;La Carolina;890000000
2;3;2;163;163;6;Bueno;16 a 30 años;1031000;5153374,23;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;Apartamento;Santa barbara;840000000
2;3;2;123;123;6;Excelente;16 a 30 años;981000;5691056,91;1;0;1;1;0;0;0;0;0;1;1;1;0;0;0;1;0;1;Apartamento;Santa Bárbara;700000000
3;2;1;66;66;4;Excelente;9 a 15 años;280000;5151515,15;1;0;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Victoria norte;340000000
3;4;4;261;261;6;Bueno;menor a 1 año;No definida;16899461,15;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;La Cabrera;4410759360
3;3;1;138;0;6;Bueno;más de 30 años;611000;5434782,61;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;Apartamento;Unicentro Bogotá;750000000
3;2;1;70;0;4;Excelente;9 a 15 años;210000;5128571,43;1;0;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;Apartamento;Capellania;359000000
4;4;4;317;317;6;Bueno;9 a 15 años;2306000;11041009,46;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;Apartamento;Santa Barbara Alta Usaquén;3500000000
2;3;1;72;72;4;Bueno;1 a 8 años;289500;6527777,78;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Samper Mendoza;470000000
2;1;0;40;40;2;No definida;9 a 15 años;No definida;3125000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;El Porvenir;125000000
3;2;1;78;78;4;Excelente;16 a 30 años;450000;4743589,74;1;1;1;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Mazurén;370000000
3;2;2;186;186;6;Bueno;más de 30 años;810000;5913978,49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;Apartamento;Los Rosales;1100000000
4;4;2;231;231;4;No definida;más de 30 años;No definida;6017316,02;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;Casa;Nueva Autopista;1390000000
8;6;2;248;248;2;Excelente;9 a 15 años;No definida;2379032,26;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;Casa;Castilla;590000000
3;2;1;76;72;4;No definida;más de 30 años;231000;3657894,74;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Mirandela;278000000
4;5;5;330;1218;6;No definida;16 a 30 años;1600000;5757575,76;0;1;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Casa;San Simón;1900000000
3;5;2;172;172;5;No definida;más de 30 años;564000;4941860,47;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Casa;La Calleja;850000000
3;1;0;47;47;2;No definida;9 a 15 años;60000;2744680,85;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Kennedy;129000000
3;3;2;141;141;4;No definida;9 a 15 años;632000;4326241,13;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;Apartamento;usaquen;610000000
2;2;1;73;0;4;Excelente;1 a 8 años;688000;6616438,36;1;1;1;1;0;0;0;0;1;0;1;0;0;1;1;0;0;0;Apartamento;Chapinero Alto;483000000
1;1;1;51;42;5;No definida;16 a 30 años;204000;6274509,8;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;Apartamento;La Soledad;320000000
5;5;3;202;182;5;Excelente;16 a 30 años;640000;5952085,71;0;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Casa;Suba;1200000000
3;1;1;45;0;2;No definida;1 a 8 años;65000;3666666,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;San bernardino xxv;165000000
11;6;1;386;386;3;Remodelado;16 a 30 años;No definida;1735751,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Casa;Country Sur;670000000
7;3;1;210;0;3;No definida;más de 30 años;No definida;1904761,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Villa nelly los alisos;400000000
5;2;1;300;300;4;Bueno;más de 30 años;No definida;3333333,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;La Soledad;1000000000
2;1;0;51;0;3;Bueno;9 a 15 años;104000;3647058,82;0;0;1;1;1;1;0;0;0;0;1;1;0;1;0;1;0;0;Apartamento;Bochica;186000000
3;2;0;136;0;5;Excelente;menor a 1 año;No definida;3970588,24;1;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;Apartamento;El Batán;540000000
2;2;0;53;53;3;Bueno;16 a 30 años;79000;3886792,45;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Apartamento;Villemar;206000000
8;4;0;230;116;3;Excelente;16 a 30 años;No definida;2391304,35;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Casa;Zona Occidente;550000000
2;2;0;63;0;4;No definida;más de 30 años;394000;6031746,03;1;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;Apartamento;Santa teresita;380000000
3;2;1;92;90;4;Excelente;9 a 15 años;221000;5163043,48;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;1;0;0;Apartamento;Nuevo Monterrey;475000000
4;5;3;400;380;5;Excelente;16 a 30 años;1100000;6750000;0;0;1;0;1;0;1;0;1;1;1;1;0;0;0;0;0;0;Casa;San José de Bavaria;2700000000
2;2;1;100;100;6;Bueno;más de 30 años;400000;4500000;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;Apartamento;Santa barbara;450000000
12;4;3;364;364;4;Bueno;más de 30 años;No definida;3296703,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;La Soledad;1200000000
3;5;6;450;0;6;No definida;más de 30 años;350000;7777777,78;0;0;1;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;Casa;Santa Bárbara Oriental;3500000000
4;5;4;280;274;6;Excelente;1 a 8 años;1300000;6071428,57;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Gratamira;1700000000
5;2;2;160;160;3;Bueno;16 a 30 años;No definida;4375000;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;Casa;Castilla;700000000
3;4;2;168;162;6;Excelente;1 a 8 años;1100000;9523809,52;1;1;1;1;0;1;0;1;1;0;1;1;0;1;0;0;0;0;Apartamento;Chicó Norte;1600000000
3;3;2;106;96;5;Bueno;9 a 15 años;400000;5000000;1;1;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;Apartamento;Gilmar;530000000
3;4;2;164;164;6;Bueno;más de 30 años;1081000;7012195,12;1;1;1;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Los Rosales;1150000000
3;4;1;189;189;4;Bueno;16 a 30 años;687000;4497354,5;1;0;1;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;Apartamento;Quinta Camacho;850000000
2;2;1;61;61;3;Bueno;9 a 15 años;No definida;6360655,74;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;Chapinero;388000000
2;2;1;77;77;5;No definida;16 a 30 años;No definida;5064935,06;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;1;Apartamento;Pasadena;390000000
3;4;2;107;107;5;Excelente;1 a 8 años;590000;6168224,3;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;El Contador;660000000
3;4;4;307;307;6;Bueno;1 a 8 años;No definida;15635179,15;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;Apartamento;Cerros de los alpes;4800000000
2;3;1;56;56;6;No definida;16 a 30 años;398000;6428571,43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;La Carolina;360000000
3;2;1;68;68;4;Excelente;16 a 30 años;260000;5073529,41;0;1;1;1;0;1;0;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Portales del norte;345000000
5;4;2;460;250;4;No definida;más de 30 años;No definida;2173913,04;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Casa;Normandía;1000000000
2;1;0;70;70;3;No definida;16 a 30 años;50000;3428571,43;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;1;Apartamento;Normandia;240000000
3;2;1;72;72;4;No definida;9 a 15 años;240550;4722222,22;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Santa Teresa;340000000
3;3;1;96;0;5;No definida;más de 30 años;467000;4244004,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Batan;407000000
3;4;3;204;204;6;Bueno;menor a 1 año;No definida;15876230,59;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;La Cabrera;3238751040
3;3;2;115;100;6;Excelente;más de 30 años;486000;5217391,3;1;1;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;1;Apartamento;Santa Bárbara Central;600000000
3;2;0;56;56;4;No definida;16 a 30 años;167000;4017857,14;1;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;Apartamento;Las Orquideas;225000000
3;1;0;48;48;2;No definida;1 a 8 años;No definida;3645833,33;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;El Tintal;175000000
3;3;1;89;0;4;No definida;16 a 30 años;353000;4865168,54;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;Apartamento;Mazurén;433000000
3;5;2;162;0;5;Excelente;menor a 1 año;1450000;8456790,12;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;1;Apartamento;El Virrey;1370000000
3;2;0;43;43;3;Bueno;9 a 15 años;91000;3720930,23;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Tintal;160000000
3;3;2;138;138;4;No definida;1 a 8 años;813000;6050724,64;1;1;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;Apartamento;La Castellana;835000000
3;2;1;60;0;4;Excelente;9 a 15 años;355000;8166666,67;1;0;1;1;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Cerros de Suba;490000000
1;1;1;33;33;3;No definida;1 a 8 años;220000;7272727,27;1;0;1;1;0;0;1;1;0;0;1;0;1;1;0;0;0;0;Apartamento;Chapinero central;240000000
3;2;1;86;86;4;Excelente;1 a 8 años;414000;6395348,84;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;0;1;Apartamento;Nueva Colina;550000000
4;2;0;73;0;2;No definida;9 a 15 años;137000;2986301,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Nueva Castilla;218000000
1;1;1;55;55;5;No definida;16 a 30 años;256000;6181818,18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Lago Gaitan;340000000
