habitaciones;ba�os;parqueaderos;area_construida;area_privada;estrato;estado;antiguedad;administracion;precio_m2;Ascensor;Circuito cerrado de TV;Parqueadero Visitantes;porteria_recepcion;Zonas Verdes;salon comunal;balcon;Barra estilo americano;Calentador;Chimenea;citofono;Cocina Integral;Terraza;Vigilancia;parques;Estudio;Patio;deposito;nombre;ubicacion;precio
2;2;1;98;98;3;No definida;1 a 8 años;No definida;4285714,29;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Fontibón;420000000
1;2;1;68;68;6;Bueno;1 a 8 años;323700;7500000;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;Apartamento;Santa Bibiana;510000000
2;3;2;100;0;6;Excelente;1 a 8 años;650000;7000000;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;0;0;Apartamento;Chicó;700000000
2;1;1;55;88;4;No definida;16 a 30 años;159000;5436363,64;0;0;1;0;0;0;1;1;1;1;1;0;1;1;0;0;0;0;Apartamento;Belmira;299000000
3;3;2;125;125;4;Excelente;1 a 8 años;648000;8640000;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;Apartamento;Santa Paula;1080000000
3;2;1;67;63;4;No definida;16 a 30 años;295000;7388059,7;0;0;1;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;Apartamento;Salitre Oriental;495000000
3;1;2;323;323;3;No definida;más de 30 años;No definida;2321981,42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;Casa;San cristobal norte;750000000
3;4;2;176;176;6;No definida;16 a 30 años;860000;6250000;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Apartamento;Usaquén;1100000000
3;3;3;190;190;6;No definida;16 a 30 años;960000;6315789,47;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Bosque Medina;1200000000
2;2;2;95;89;6;No definida;9 a 15 años;550000;6842105,26;1;0;1;0;0;0;0;1;1;1;1;0;0;1;0;0;0;1;Apartamento;Cedritos;650000000
3;5;2;228;228;6;No definida;16 a 30 años;1200000;6271929,82;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Sierras del Moral;1430000000
3;2;1;75;68;4;Excelente;16 a 30 años;190000;4533333,33;0;1;1;1;0;0;1;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Hayuelos;340000000
2;2;2;83;83;4;Bueno;1 a 8 años;250000;7710843,37;1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;Apartamento;La Castellana;640000000
4;6;5;375;275;6;No definida;16 a 30 años;1800000;6133333,33;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;Montearroyo;2300000000
3;5;3;300;275;6;No definida;16 a 30 años;1286000;6300000;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Bosque Medina;1890000000
3;5;3;217;197;5;No definida;16 a 30 años;860000;5760368,66;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Casa;La Calleja;1250000000
3;5;3;256;256;6;No definida;más de 30 años;1180000;6640625;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Sierras del Moral;1700000000
3;5;2;133;133;6;No definida;1 a 8 años;560000;7293233,08;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;Apartamento;San Patricio;970000000
1;2;2;61;61;6;No definida;9 a 15 años;400000;7049180,33;1;1;1;0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;Apartamento;San Patricio;430000000
3;5;3;200;189;6;No definida;9 a 15 años;800000;6250000;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;Apartamento;Usaquén;1250000000
3;4;2;136;136;4;No definida;1 a 8 años;550000;4926470,59;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Cedritos;670000000
3;3;2;101;100;4;No definida;1 a 8 años;330000;6138613,86;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Cedritos;620000000
3;5;2;209;209;6;No definida;16 a 30 años;1260000;6698564,59;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Apartamento;Sierras del Moral;1400000000
3;5;2;164;164;5;No definida;16 a 30 años;530000;5914634,15;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Apartamento;Usaquén;970000000
4;5;2;235;235;6;Bueno;16 a 30 años;937000;6808510,64;1;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;CAROLINA;1600000000
4;5;2;235;235;6;Bueno;16 a 30 años;937000;6808510,64;1;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;carolina;1600000000
0;5;3;243;243;6;No definida;16 a 30 años;1640000;5349794,24;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Sierras del Moral;1300000000
3;5;4;221;221;6;No definida;1 a 8 años;1200000;7918552,04;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Usaquén;1750000000
3;5;3;265;265;6;No definida;16 a 30 años;1350000;5849056,6;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Bosque Medina;1550000000
4;5;4;344;243;6;No definida;16 a 30 años;1350000;5813953,49;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Usaquén;2000000000
3;5;2;233;233;6;No definida;16 a 30 años;1520000;6652360,52;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Montearroyo;1550000000
3;5;2;208;208;6;No definida;16 a 30 años;1200000;6490384,62;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Sierras del Moral;1350000000
4;2;1;96;96;4;Excelente;más de 30 años;278000;4375000;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Usatama;420000000
3;2;1;78;70;4;No definida;1 a 8 años;377000;4151762,9;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;El dorado;325000000
3;2;1;87;83;4;No definida;9 a 15 años;360600;6091954,02;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Nueva Zelandia;530000000
4;2;0;77;0;3;No definida;9 a 15 años;No definida;2987012,99;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;Casa;Fontanar del río;230000000
3;5;2;209;209;6;No definida;16 a 30 años;1260000;6459330,14;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;Apartamento;Sierras del Moral;1350000000
3;5;2;209;209;6;No definida;16 a 30 años;1260000;6698564,59;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;Apartamento;Sierras del Moral;1400000000
3;4;2;160;160;6;No definida;16 a 30 años;843000;6375000;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Usaquén;1020000000
3;4;2;163;160;4;No definida;16 a 30 años;247000;3055214,72;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Casa;Cedritos;498000000
3;5;3;206;206;6;No definida;16 a 30 años;1000000;5339805,83;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Usaquén;1100000000
3;2;1;81;74;3;No definida;16 a 30 años;280000;3703703,7;0;1;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Bavaria;300000000
3;3;2;130;130;6;No definida;9 a 15 años;590000;6692307,69;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Bella Suiza;870000000
3;5;2;208;191;6;No definida;16 a 30 años;1260000;6730769,23;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;Apartamento;Sierras del Moral;1400000000
3;4;2;160;160;6;No definida;9 a 15 años;765000;7500000;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Bella Suiza;1200000000
4;6;3;500;340;6;No definida;16 a 30 años;2178000;5500000;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;Apartamento;Montearroyo;2750000000
3;5;2;209;209;6;No definida;16 a 30 años;1260000;6555023,92;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;Apartamento;Sierras del Moral;1370000000
3;3;2;120;120;5;No definida;16 a 30 años;350000;4625000;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;Apartamento;Recodo Del Country;555000000
3;5;3;220;220;6;No definida;1 a 8 años;850000;8409090,91;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;Apartamento;Usaquén;1850000000
2;2;1;79;79;4;No definida;9 a 15 años;475000;6962025,32;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Chapinero;550000000
3;5;2;220;220;6;No definida;16 a 30 años;1150000;8409090,91;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;Apartamento;Sierras del Moral;1850000000
3;5;2;156;156;5;No definida;9 a 15 años;540000;7628205,13;1;1;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Santa Ana Occidental;1190000000
3;5;2;163;163;5;No definida;9 a 15 años;850000;6441717,79;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;Apartamento;La Calleja;1050000000
3;4;2;136;136;6;No definida;1 a 8 años;615000;6397058,82;0;1;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Santa Paula;870000000
3;5;3;262;256;6;No definida;16 a 30 años;1150000;5572519,08;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Sierras del Moral;1460000000
3;4;2;139;135;5;No definida;1 a 8 años;650000;6834532,37;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Santa Paula;950000000
3;5;3;330;330;6;No definida;9 a 15 años;2200000;7272727,27;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;Apartamento;Montearroyo;2400000000
3;4;2;220;220;6;No definida;16 a 30 años;980000;6136363,64;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Santa Bárbara Alta;1350000000
3;5;3;190;190;5;No definida;1 a 8 años;330000;7842105,26;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Usaquén;1490000000
3;5;3;280;245;6;No definida;16 a 30 años;1330000;5535714,29;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Bosque Medina;1550000000
3;5;3;270;270;6;No definida;9 a 15 años;1640000;7222222,22;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Usaquén;1950000000
3;5;3;262;262;6;No definida;16 a 30 años;1150000;6870229,01;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Sierras del Moral;1800000000
2;3;2;96;96;5;No definida;9 a 15 años;1044500;9791666,67;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;Apartamento;El Nogal;940000000
2;2;0;79;0;4;No definida;más de 30 años;No definida;5063291,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Marly;400000000
3;3;1;66;0;3;Excelente;16 a 30 años;250000;3962121,21;0;0;1;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;Apartamento;La Uribe;261500000
3;2;2;84;0;3;No definida;1 a 8 años;200000;5000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Favidi;420000000
3;4;3;184;180;5;No definida;1 a 8 años;1000000;7065217,39;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Suba;1300000000
3;5;2;206;206;6;No definida;16 a 30 años;1207000000;6310679,61;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Bosque Medina;1300000000
3;3;2;152;152;6;No definida;1 a 8 años;840000;6513157,89;0;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Santa Paula;990000000
3;5;3;266;256;6;No definida;16 a 30 años;1200000;7330827,07;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Sierras del Moral;1950000000
3;5;3;220;220;6;No definida;9 a 15 años;1150000;7727272,73;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Sierras del Moral;1700000000
6;6;4;496;160;6;Excelente;9 a 15 años;2800000;6048387,1;1;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Chicó Reservado;3000000000
3;4;3;247;247;6;No definida;16 a 30 años;1280000;6680161,94;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;Apartamento;Bosque Medina;1650000000
2;3;2;85;85;5;No definida;1 a 8 años;740000;9411764,71;1;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Chicó;800000000
3;3;2;160;160;6;No definida;9 a 15 años;820000;6750000;1;1;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;Apartamento;Usaquén;1080000000
3;5;2;210;191;6;No definida;9 a 15 años;1260000;6428571,43;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Sierras del Moral;1350000000
3;5;2;160;160;6;No definida;9 a 15 años;900000;7375000;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Usaquén;1180000000
3;5;3;203;203;6;No definida;9 a 15 años;1200000;7832512,32;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Apartamento;Bosque Medina;1590000000
3;5;4;350;248;6;No definida;1 a 8 años;1260000;5428571,43;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Bosques De La Cañada;1900000000
3;4;2;160;160;6;No definida;1 a 8 años;850000;7812500;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Bosque Medina;1250000000
3;4;2;200;160;6;No definida;1 a 8 años;890000;6100000;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;Apartamento;Usaquén;1220000000
3;4;2;145;145;5;No definida;1 a 8 años;660000;6206896,55;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Bella Suiza;900000000
3;5;2;185;185;6;No definida;1 a 8 años;900000;7297297,3;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Bosque Medina;1350000000
3;5;3;380;300;6;No definida;1 a 8 años;2020000;4210526,32;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Bosques del Marques;1600000000
3;3;2;155;151;6;No definida;9 a 15 años;1000000;5677419,35;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Chicó Navarra;880000000
4;6;5;570;570;6;No definida;1 a 8 años;1100000;4035087,72;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Casa;Bosque Medina;2300000000
3;3;2;220;220;6;No definida;16 a 30 años;1260000;7500000;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Sierras del Moral;1650000000
3;5;2;280;280;6;No definida;16 a 30 años;1150000;5714285,71;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Sierras del Moral;1600000000
3;5;4;504;374;6;No definida;16 a 30 años;1980000;4365079,37;1;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;Apartamento;Bosque Medina;2200000000
3;5;3;70;219;6;No definida;9 a 15 años;1200000;21142857,14;1;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Bosque de Pinos;1480000000
3;5;3;213;213;5;No definida;9 a 15 años;850000;6572769,95;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;Apartamento;Usaquén;1400000000
3;5;4;279;247;6;No definida;9 a 15 años;1200000;6630824,37;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Suba;1850000000
5;5;3;202;182;5;Excelente;16 a 30 años;640000;5952085,71;0;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Casa;Suba;1200000000
4;2;0;73;0;2;No definida;9 a 15 años;137000;2986301,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Nueva Castilla;218000000
3;2;0;54;54;4;Excelente;9 a 15 años;202000;5370370,37;1;1;1;1;0;1;0;1;1;0;1;1;0;0;0;0;0;0;Apartamento;La Felicidad;290000000
6;4;0;72;72;1;No definida;16 a 30 años;No definida;3888888,89;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Casa;Sierra morena;280000000
3;5;2;269;172;6;No definida;16 a 30 años;812000;5576208,18;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Apartamento;La Carolina;1500000000
3;5;2;270;270;6;No definida;9 a 15 años;1200000;6481481,48;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;Apartamento;Sierras del Moral;1750000000
5;8;10;1015;1015;6;No definida;9 a 15 años;4000000;13793103,45;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Chicó;14000000000
3;5;3;329;313;6;No definida;9 a 15 años;1850000;6231003,04;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Montearroyo;2050000000
3;3;2;150;150;6;No definida;9 a 15 años;960000;7666666,67;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Bella Suiza;1150000000
4;3;4;253;0;6;No definida;más de 30 años;400000;8695652,17;0;1;0;0;1;0;0;0;1;1;0;1;0;1;0;1;0;0;Casa;Santa Bárbara Alta;2200000000
3;5;2;153;153;6;No definida;16 a 30 años;600000;5424836,6;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Santa Bárbara;830000000
2;2;2;92;92;5;No definida;16 a 30 años;446000;7065217,39;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;Apartamento;La Calleja;650000000
3;4;2;370;342;6;No definida;9 a 15 años;1480000;6216216,22;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;Apartamento;Bosque Medina;2300000000
4;4;5;387;387;6;No definida;9 a 15 años;2300000;6330749,35;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;Apartamento;Usaquén;2450000000
0;5;3;321;281;6;No definida;16 a 30 años;2064000;5451713,4;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;Apartamento;Usaquén;1750000000
3;5;3;263;263;6;No definida;16 a 30 años;1200000;6387832,7;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Montearroyo;1680000000
3;5;3;220;200;6;No definida;9 a 15 años;1400000;8181818,18;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Bosque Medina;1800000000
3;4;2;127;0;5;No definida;1 a 8 años;915000;7716535,43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Bella Suiza;980000000
3;4;2;160;160;6;No definida;9 a 15 años;960000;6875000;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Bella Suiza;1100000000
3;5;2;197;197;6;No definida;9 a 15 años;680000;7106598,98;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;Apartamento;Santa Ana Occidental;1400000000
3;5;3;170;170;5;No definida;16 a 30 años;850000;6470588,24;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Usaquén;1100000000
3;5;3;186;186;6;No definida;9 a 15 años;1367000;8440860,22;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Apartamento;Montearroyo;1570000000
2;3;2;101;101;4;No definida;9 a 15 años;530000;5940594,06;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;Apartamento;Belmira;600000000
3;5;4;220;220;6;No definida;1 a 8 años;1380000;7272727,27;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Usaquén;1600000000
4;5;5;392;392;6;No definida;16 a 30 años;2530000;7525510,2;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Montearroyo;2950000000
4;7;4;550;400;6;No definida;9 a 15 años;2100000;5090909,09;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Apartamento;Bosque Medina;2800000000
3;5;4;383;346;6;No definida;9 a 15 años;2500000;7441253,26;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Bosques del Marques;2850000000
4;4;1;200;200;4;No definida;16 a 30 años;No definida;3750000;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;Casa;Cedritos;750000000
3;5;2;200;200;6;No definida;más de 30 años;1100000;8250000;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Santa Bárbara Alta;1650000000
2;4;0;125;0;6;No definida;No definida;No definida;6400000;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Casa;Guaymaral;800000000
3;2;1;76;0;4;Excelente;9 a 15 años;187000;4671052,63;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;Apartamento;La Campiña;355000000
1;2;1;56;56;4;No definida;1 a 8 años;229000;6785714,29;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;Caobos salazar;380000000
3;3;2;111;111;6;Excelente;más de 30 años;728000;5855855,86;1;0;1;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Rincón del Chicó;650000000
2;2;1;75;69;4;No definida;1 a 8 años;500000;5866666,67;1;0;1;1;0;0;1;0;0;0;1;0;1;1;0;0;0;0;Apartamento;Caobos salazar;440000000
3;4;2;176;176;6;No definida;9 a 15 años;960000;7386363,64;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Apartamento;Bosques De La Cañada;1300000000
3;5;3;171;171;5;No definida;9 a 15 años;No definida;7602339,18;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Usaquén;1300000000
3;5;2;173;173;6;No definida;16 a 30 años;930000;7456647,4;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Bella Suiza;1290000000
3;3;2;135;135;5;No definida;1 a 8 años;773100;6370370,37;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Bella Suiza;860000000
3;5;3;250;250;6;No definida;9 a 15 años;1600000;7400000;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Bosque Medina;1850000000
3;2;0;60;54;3;No definida;16 a 30 años;142600;4000000;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;Apartamento;Villa Alsacia;240000000
3;4;2;234;234;5;No definida;16 a 30 años;1100000;4700854,7;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Bella Suiza;1100000000
3;5;2;209;209;6;No definida;16 a 30 años;1260000;6842105,26;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;Apartamento;Sierras del Moral;1430000000
4;5;4;378;317;6;No definida;16 a 30 años;1500000;6084656,08;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Bosque Medina;2300000000
3;5;3;250;250;6;No definida;9 a 15 años;1600000;6800000;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Montearroyo;1700000000
3;4;2;176;170;6;No definida;1 a 8 años;960000;7386363,64;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;Apartamento;Bosques De La Cañada;1300000000
3;5;3;186;186;6;No definida;9 a 15 años;1000000;7096774,19;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Chico NAVARRA;1320000000
4;4;2;141;141;5;No definida;más de 30 años;380000;6028368,79;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Santa Bárbara;850000000
4;5;3;332;238;6;No definida;9 a 15 años;1325000;6024096,39;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Apartamento;Bosques De La Cañada;2000000000
3;5;3;204;193;6;No definida;16 a 30 años;1533000;8823529,41;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Bosque Medina;1800000000
3;5;2;256;256;6;No definida;1 a 8 años;1300000;7617,19;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;Apartamento;Sierras del Moral;1950000
3;2;1;72;72;5;No definida;9 a 15 años;280000;7083333,33;1;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Colina Campestre;510000000
3;5;3;222;222;6;No definida;9 a 15 años;1100000;5990990,99;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;Apartamento;Bella Suiza;1330000000
3;5;5;185;185;6;No definida;16 a 30 años;1400000;8540540,54;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Montearroyo;1580000000
3;5;3;320;281;6;No definida;16 a 30 años;2064000;5468750;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;Apartamento;Usaquén;1750000000
3;3;2;233;168;5;No definida;9 a 15 años;990000;5579399,14;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;Apartamento;Bella Suiza;1300000000
3;5;2;196;186;5;No definida;9 a 15 años;1250000;8163265,31;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Montearroyo;1600000000
3;5;3;222;222;6;No definida;9 a 15 años;1100000;6441441,44;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Bella Suiza;1430000000
4;6;3;224;224;6;No definida;1 a 8 años;1100000;6473214,29;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;Apartamento;Bosque de Pinos;1450000000
4;6;4;224;224;6;No definida;1 a 8 años;1100000;6473214,29;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;Apartamento;Bosque de Pinos;1450000000
3;3;2;270;160;5;No definida;9 a 15 años;817000;4629629,63;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;Apartamento;Bella Suiza;1250000000
2;1;2;61;58;4;Bueno;16 a 30 años;240600;4456180,89;0;1;0;1;0;1;0;0;0;0;1;1;0;0;0;1;0;1;Apartamento;Colina Campestre;270000000
3;1;1;55;0;3;No definida;16 a 30 años;40000;3211009,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Nueva Roma;175000000
3;3;3;260;252;6;Bueno;más de 30 años;1767000;7650000;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Emaus;1989000000
3;2;1;115;86;4;Excelente;16 a 30 años;300000;4869565,22;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Apartamento;Modelo;560000000
3;2;1;76;72;4;Bueno;16 a 30 años;289000;6078947,37;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;Apartamento;Ciudad salitre;462000000
1;1;0;30;30;4;No definida;1 a 8 años;No definida;6566666,67;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;Apartamento;Usaquén;197000000
